ulasan,sentimen
Saran saya hanya satu untuk lebih diperhatikan dan perbaiki mengenai waktunya.,0
Sangat sangat baik dalam mengajar selalu si contohkan dengan keadaan yang sebenarnya jadi mahasiswa lebih paham. Sarannya hanya saya berharap nanti bisa offline dengan pak darni karna pembahasannya yang sangat menarik namun sering sekali kendala jaringan.,3
Tidak ada modulnya dan saran saya jika memang sistem pembelajarannya menggunan mahasiswa presentasi, sebaiknya waktunya lebih diperhatikan lagi.,1
Diperhatikan lagi waktunya dan harap untuk lebih mudah di hubungi untuk jadwal mata kuliahnya.,0
Saran saya jangan semua materi atau semua pembelajaran menggunakam YT karena kami dari mahasiswa susah untuk jika ada umpan balik.,0
Lebih di perbaiki sistem pembelajarannya lagi dan lebih menarik lagi agar tidak membosankan. Dan untuk bahan ajarnya lebih di perhatikan lagi agar mahasiswa lebih paham.,0
Dosen menjelaskan materi sudah baik dan dapat dipahami.,2
Dosen menyanpaikan materi sudah baik dan dapat dipahami,2
Akan lebih efektif kalau didampingi dengan modul bagi para mahasiswa, sehingga mahasiswa mempunyai buku pegangan.,1
Agar sewaktu² ibu bisa menyempatkan kelas melalui media tatap muka online seperti gmeet atau zoom. Tidak hanya dengan video yg Ibu share, sehingga akan lebih terjalin kekeluargaan antara dosen dg mahasiswa.,1
Sudah sangat bagus, tingkatkan lagi Ibu.,2
Sudah bagus, tingkatkan lagi Pak,2
Kami butuh materi Ibu,0
Sudah bagus, terus tingkatkan lagi Ibu,2
Sudah bagus Pak, terus tingkatkan lagi.,2
Tidak ada saran/kritik yg berarti, semuanya sudah bagus Pak. Sangat senang diajar Bpk.,3
Semoga lebih baik kedepannya.,1
Cara pembelajaran sudah cukup baik,1
Cara pembelajaran sudah baik,2
Saya pembelajaran sudah cukup baik, tapi kadang menyampaikan materinya kecepatan,1
Dalam menyampaikan materi terlalu singkat sehingga kadang ada kendala dalam memahami materinya.,0
Cara pembelajaan sudah cukup baik,1
Dosen dalam menyampaikan materi kurang jelas sehinggan sulit untuk dipahami dan sulit untuk dihubungi.,0
Dalam menyampaikan materi terlalu singkat sehingga kurang memahami materinya,0
Dosen dalam menyampaikan materi cukup jelas tetapi tidak konsisten dengan waktu pembelajaran.,0
Dalam menyampaikan materi kurang jelas sehingga ada beberapa yang sulit dipahami,0
Sesekali lakukan tatap muka,0
Sesekali melakukan tatap muka,0
Jika boleh mahasiswa diberikan buku pegangan agar memudahkan maha siswanya mencari materi yang penting saat dimodul agar dapat ditandai,0
Tolong untuk masuk setiap mk karna kami sebagai mahasiswa tidak tau apa yang akan dipelajari tidak menerima modul, tidak menerima materi,0
Jika saat mata kuliah seharusnya tepat waktu sesuai jadwal,0
Pembelajaran melalu youtube memang menyenangkan tetapi sesekali melakukan pembelajaran melalui gmeet agar memudahkan mahasiswanya untuk bertanya jawab dan memahami materi lebih dalam,0
Situasi kelas yang kurang menyenangkan sehingga menimbulkan kejenuhan saat pembelajaran,0
Mungkin lebih perbanyak tatap muka,0
Sudah cukup baik,2
Sesekali mengadakan tatap muka untuk mendiskusikan materi mana yang belum dipahami dan cara penyelesaiannya,0
Karena tidak offline maka sedikit sulit untuk memahami materi,0
Lebih diperbanyak tatap muka setidaknya seperti otomatisasi perkantoran minggu ini offline minggu depan online karna mk tersebut adalah akutansi praktek yang dasar harus dipraktekkan dan diteliti oleh dosen tersebut apakah mahasiswanya paham dengan apa yang telah dijelaskan,0
Baik dan baikk, sudah cukup tidak ada saran and kritik juga nothing.,3
Tidak ada,, semuanya sudah cukup ,3
Sulit dihubungi dan meterinya tertinggal,0
Sudah cukup baik dalam memaparkan materi,2
Makasih bu,3
Bagus pak,3
Metode pembelajaran sudah sangat bagus makasih bu,3
Lebih baik lagih,,1
Metode pembelajaran sudah sangat baik dan jelas,3
Tingkatkan kinerja bapak,  dan lebih semangat lagih dalam memberikan materi ,1
Tingkatkan kinerja bapak, lebih semangat lagih dalam memberikan materi :) cara mengajarnya sangat interaktif dan sangat dimengerti,2
Smoga kdepanya lbih baik lgih dalam memberikan materi,2
Penjelasan yang diajarkan mengenai materi itu singkat tapi mudah dipahami,3
Terlebih dahulu menjelaskan secara detail agar dipahami dengan baik,1
Memberikan motivasi dalam belajar dan pengalaman tentang pekerjaan,3
Mungkin untuk mengurangi pelaksanaan quiz setiap 1 bab materi.,1
Tidak ada.,3
Adanya komunikasi yang baik dan terbuka akan adanya pendapat dari mahasiswa,3
Dalam mengajar santai dan ramah sehingga membuat senang dalam belajar,3
Mungkin hanya saya, tapi saya tidak merasa mendapat materi. Karena mungkin memang mata kuliah ini berfokus pada tugas lapangan.,0
Materi yang dibahas sangat sedikit seharusnya lebih diperjelas lagi,0
Dalam menyampaikan materi cukup baik,2
Dalam menyampaikan materi cukup jelas,2
Mungkin untuk membahas setiap tugas yg sudah dikerjakan oleh mahasiswa, agar mahasiswa mengetahui dan paham betul bagaimana pengerjaan tugas yg benar.,1
Lebih bisa mencoba metode lain untuk mengajar, agar mahasiswa bisa lebih mengerti akan materi yg diajarkan.  Terimakasih ,0
Untuk penjelasan bisa sedikit pelan jangan terlalu cepat bu. Terimakasih,1
Ketika menjelaskan bisa lebih pelan jangan terlalu cepat. Terimakasih,1
Baik. Terimakasih,2
Bisa mencoba untuk menggunakan beberapa media belajar, terimakasih ,1
Sudah jelas dalam menjelaskan metode pembelajaran,2
Sebaiknya kurangi memberi tugas kepada mahasiswa dan memberikan nilai yang bagus pada mahasiswa nya yang teladan,1
Tidak ada saran apapun karna pa ananto sudah mengajar dengan baik,3
Bu ida sangat jelas dan sabar dalam memberikan materi,3
Sebaiknya menjelaskan cara perhitungan juga, kurangi pada teorinya dan mengshare materi ,1
Lebih baik mengadakan pembelajaran secara gmeet daripada diyuotube dan mengshare materi yang harus dipelajari mahasiswa,1
Tidak pernah hadir untuk mengajar dikelas harusnya memberikan materi kalo tidak bisa mengadakan gmeet,0
Menjelaskan materi dengan pelan sehingga bisa dipahami apalagi materi pada perhitungan jangan terlalu kecepatan,1
Sudah baik dalam penyimpanan materi dalam pembelajaran,3
Baik dalam penyampaian materi dalam pembelajaran,3
Sudah bagus dalam penyampaian materi dalam pembelajaran,3
semangat pak,3
Sudah bagus dalam penyampaian materi penyampaian materi dalam pembelajaran,3
Mengajarnya sudah baik tetapi terlalu cepat saat menjelaskan,2
Semangat ibukkk,3
Fighting pakkk,3
Lebih baik lagi Bapakkk,2
Semoga bisa lebih sering masuk,0
Lebih baik lagi ibu,2
Semoga sering² gmeet ibu, biar kita paham betul materinya,1
Semoga Corona cpt ilang, agar otomatisasi sering² praktek pak,1
Minta dikasih soal² mengenai perhitungan pajak Bu,1
Jangan cepat-cepat dalam memberikan materi dalam praktek,1
Ibuknya friendly bgt, klo offline pasti lebih asyikkkk,3
Semoga bisa lebih baik lagi,2
Bu Fitri kalo menjelaskan sangat mudah di pahami dan sangat suka bangt saya dengan Bu Fitri .,3
Kurang jelas dalam mengajar,0
Saran aja ya Bu , kalo menjelaskan lewat YouTube tolong yang detail ya bu..🙏🙏,2
Menyenangkan,3
Semoga bisa lebih baik,2
Dapat mudah dipahami,3
Mudah dipahami dalam mengajar,3
Jgn kebanyakan tugas pak hhe,3
Lebih enak klo suasana pembelajaran nya dibuat lebih menyenangkan lg pa,2
Kadang kurang jelas saat memberi materi,0
Tidak,3
Sering mengadakan pembelajaran secara offline karena tidak semua mahasiswa komputernya bisa,1
Seharusnya banyak diadakan pembelajaran secara offline karena itu praktek tidak semua mahasiswa bisa,1
Dosen sering susah di hubungi jika ada matakul tersebut,0
Sebaiknya dalam memberikan tugas tidak terlalu banyak sebisa mungkin bisa 1 bulan 2x tidak perminggu selalu ada tugas.,1
Sebaiknya dosen memberikan rangkuman materi dalam bentuk modul agar memudahkan mahasiswa dalam memahami materi.,1
Ketika setelah daring sebaiknya contoh penggunaan rumus/cara di file yang sudah di buat mendadak saat menjelaskan di gmeet agar di berikan ke mahasiswa karena matkul ini praktek jdi tidak sempat menulis saat ada penjelasan yang diluar catatan langkah langkah pada modul.,1
Sebaiknya tidak hanya memberikan materi lewat video pembelajaran namun sesekali dalam semisal 2x pertemuan dlm sebulan dijelaskan langsung lewat google meet jadi umpan balik bisa lebih mudah dipahami.,1
Nice,2
Selama pembelajaran dosen belum pernah masuk namun menyematkan materi di 2 pertemuan pertama saja.,0
Sebaiknya saat pembelajaran online agar sinyal lebih baik supaya materi yang disampaikan bisa lebih mudah dipahami.,0
Dalam penyampaian materi lebih jelas agar mahasiswa bisa memahami dengan baik.,1
Yang Lebih sabar ya bapak dalam mengajar mahasiswanya,1
Semangat buk,2
Semangat!,2
Semoga ibu bisa meet agar menjelaskan materi mata kuliah ibu,1
Tetap jadi dosen yang baik, dan semoga bisa ditingkatkan lagu,2
Pertahankan kualitas yang sudah ada,3
Tetap jadi dosen yang terbaik nggih pak 😊,3
Tetap menjadi dosen yang baik kepada semua mahasiswa,3
Tetap dan selalu menjadi dosen yang baik untuk semua mahasiswa,3
Lebih-lebih baik,2
Tingkatkan lagi cara mengajar nya dan tetap jadi dosen yang baik untuk semua mahasiswa,3
Lebih baik,2
Tetap menjadi dosen yang baik kepada semua mahasiswa,3
Proses pembelajaran harus lebih menarik supaya mahasiswa tidak bosan,1
Harus lebih saling mengerti mahasiswa terutama kelas malem,1
Kirim materi melalui YouTube menurut saya kurang efektif karena mungkin mahasiswa jarang membuka atau melihatnya,0
Lebih menarik lagi dalam menyampaikan materi supaya mahasiswa tidak bosan,1
Waktu perkuliahan kurang efektif,0
Mudah dipahami dan jelas dalam menerangkan,3
Pertahan dengan metode pembelajarannya,3
Baik mudah dipahami,3
Mr. Arief is the best👍,3
Pak ngasih tugasnya jangan banyak banyak.,0
Terlalu tegang,0
Jika tidak masuk kelas sebaiknya dosen memberi informasi dan jika memberikan tugas jangan mendadak,0
sebaiknya jika ada mahasiswa yang terkendala saat melakukan praktik sebaiknya lebih di terangkan secara perlahan,0
Jika menjelaskan materi praktek jangan terlalu cepat,0
Cara belajar mengajarnya sudah baik dan seru, tp untuk tugas jangan terlalu banyak,2
Sebaiknya untuk tugas lebih di kontrol untuk tidak terlalu membebani mahasiswa,0
Sudah baik dan sangat jelas jika mengajar,3
Harus lebih sabar menghadapi mahasiswa,1
Sebaiknya bisa lebih sabar dalam proses pembelajaran,1
Sebaiknya lebih bisa membuat suasana pembelajaran menjadi lebih menyenangkan,1
Jika menjelaskan materi jangan terlalu cepat,1
sebaiknya bisa lebih menjadikan suasana pembelajaran lebih menyenangkan,1
sebaiknya lebih mudah di hubungi dan jika berhalangan sebaiknya mengkonfirmasi dahi jauh-jauh hari tidak mendadak,0
Semoga pertemuan perkuliahannya bisa secara tatap muka langsung (offline)🙂,2
Kalo MK Otomatisasi perkantoran lebih baik pembelajarannya secara offline saja, karena lebih mudah dipahami bisa dipraktekan langsung. Kalo online kadang masih ada yang bingung terus juga kurang fokus karena terkendala dengan jaringan internetnya, terimakasih🙂,2
Untuk MK Prak. P. Akt 1 lebih baik dilakukan secara offline, karena lebih mudah dipahami saat pembelajarannya tatap muka langsung, terimakasih.,2
Ga punya sarannn. Si bapak ngajarnya enakeun bgttt seriusannn,3
Ibunya jarang masuk kelas:((((,0
Klo bisa di selang-seling  sma meet,0
Ga punya kritikkkk. Si bapakkk baekk bgttt asliii kga boong,3
Meningkatkan lagi metode pembelajarannya,2
Pertahankan metode pembelajaran yang menyenangkan ini,3
Pertahankan metode pembelajaran yang baik ini,3
Semoga lebih baik lagi,1
Semoga Ibu Yeni dapat terus mempertahankan cara mengajar yang santai namun tetap memberikan manfaat bagi kami semua.,3
Pak asrofi pada saat menyampaikan materi dengan jelas dan dapat dipahami,3
Untuk di perbaiki lagi,0
"Praktek 75%
Teori 25%,3"
Kuisnya jangan terlalu mepet,0
Sudah sangat bagus semoga bisa ngajar sampe akhir,3
Setiap MK jangan kosong lagi ya bu,0
Sudah bagus lebih ditingkatkan lagi dalam penyampaian materi agar saat daring mudah di paham,2
Dosen yg sangat baik,3
Bagus lebih ditingkatkan dalam kegiatan perkulihaan lebih asik dan tidak membosankan,2
"Baik
,2"
Kegiatan perkulihan kedepan di harapkan saat kuliah daring penbawaan materinya tidak membosankan,0
Sudah bagus lebih ditingkatkan lagi kedepan,2
Semoga bisa di tingkat kan lagi,1
Sebaiknya kalo ngajar dilakukan secara langsung karna kalo pake daring kadang ada yang ngga mudeng,1
Sebaiknya klo mengajar offline jadi mudah dipahami dan bisa dipraktekan langsung.,0
Sebaik nya sering sering menggunakan Google meet/zoom supaya lebih efektif di waktu seperti ini,0
Saran saya kalau menerangkan jangan terlalu cepat jadi biar bisa dipahami.,0
Kalo bisa neranginya jangan cepet-cepet ya Bu biar paham,0
Sebaik nya menggunakan Google Meet saja kalo pake zoom berbayar lebih banyak memakan kuota,0
Saran saya kalau menjelaskan materi jangan lewat youtube, sebaiknya menggunakan google meet agar mudah dipahami.,0
Saran saya kalau menjelaskan materi jangan lewat YouTube sebaiknya pakai gmeet supaya lebih paham lagi,0
Sebaik nya tugas jangan setiap pertemuan,0
Tidak ada, karena baik banget ,3
Menurut saya kalau menerangkan secara daring kadang agak kurang paham.,1
Saran saya kalo menjelaskan jangan cepet-cepet Bu biar mudeng,1
Baik,2
Lebih sabar lagi ya pak dalam mengahadapi mahasiswa 🙏🏻,1
"Tidak ada wkwkwk
Good job👌🏻,3"
Tugas terlalu banyak bagi kelas malam, setiap minggu ada 2-3 tugas yang diberikan.,0
Saran saya sekali2 gmeet sambil jelasin materi Bu supaya paham,0
Menurut saya sering-sering google meet biar kalau dijelasin mudah paham.,0
Kalau jelasin enak dan mudah dipahami,3
Menurut saya kalau mengajar enak mudah dipahami. note kalau ngasih tugas jangan bikin video terus, jangan ngasih tugas setiap hari kalau ada pertemuan.,2
Untuk kedepannya saya harap metode pembelajaran bisa diubah agar lebih gampang dipahami oleh mahasiswa, karena menurut saya kurang efektif dan susah dipahami metode yang selama ini dilaksanakan.,0
Saran saya sering-seringin gmeet,0
Saran saya kalau mengajar sering-sering google meet.,0
Sudah kuliah offline ditambah lagi hanya mendengarkan materi melalui kanal YouTube, sangat tidak efektif bagi saya.,0
Apa kabar ibu selama satu semester ini?tidak ada kabar sama sekali, semoga ibu sehat baik baik saja:'),0
Pelan pelan pak memberikan materinya,1
Pelan lagi nggih bu menyampaikan materinya,1
Dari awal sampai sekarang tidak pernah meet , cuma ngasih materi dan pembahasan di wa itupun jarang,0
Lebih semangat lagibuntuk mengajar pak .biar kita ngeh. Dan maksud materi apa yang di sampaikan,1
"Kalo ngajar jangan cepet cepet bu. Setiap mahasiswa itu dya tangkepnya beda"" ,1"
dosennya hanya memberi materi lewat gc, tidak pernah mengadakan pertemuan zoom/gmeet,0
Sudah sangat baik dalam menjelaskan materi,3
Sebaiknya dosen tidak bertele tele saat menjelaskan materi,0
Sebaiknya jangan terlalu tegang saat dosen sedang menyampaikan materi,0
Sebaiknya Saat penyampaian materi tidak bertele tele,0
Sebaiknya saat menyampaikan semua materi itu sama dosennya aja jangan ada presentasi karena belum tentu kita paham sama materi yang dijelaskan oleh mahasiswa yang berpresentasi,0
Sebaiknya jangan terlalu tegang saat melakukan pembelajaran. Dan jika ada tugas sebaiknya deadline-nya 1 minggu jangan langsung hari itunya,0
Sudah sangat baik karena saat pembelajaran juga ada praktek yang langsung turun ke lapangan,3
Kurang paham dengan materi yang dijelaskan dengan dosen tersebut,0
Sebaiknya saat melakukan pembelajaran tidak menggunakan bahasa yang kurang bisa kita pahami,0
metode pengajaran sudah sangat baik dan bagus terima kasih pak,3
Tidak ada pernah pertemuan gmeet, zoom,w.a, namun tugas mendekati UAS numpuk sampe 5. Mohon toleransinya dan jangan terlalu  membebankan mahasiswa. Apalagi untuk kelas karyawan yg sdh terkuras tenaga dari kerjaan. Akhir tidak ada waktu buat belajar UAS karena sudah tertumpuk deadline,0
Menjelaskan materi terlalu cepat,0
Perlu modul dan lebih jelas metode pengajarannya bukan hanya presentasi tapi ada point penting yg dijelaskan apa saja,0
Dosen tidak pernah mengadakan gmeet dan kurang jelas menjelaskan materi,0
Menjelaskan materi terlalu cepat :),0
Kurangi tugasnya ya pak :),1
Menjelaskan materinya terlalu cepat,0
terkadang susah dihubungi dan terkadang telat dalam waktu mengajar sebaiknya lebih tepat waktu lagi,0
Menjelaskan materi kurang jelas,0
tidak ada keluhan,3
Menjelaskan materi terlalu cepat,0
"sering telat mengajar
saran nya lebih tepat waktu,0"
terkadang kurang jelas menjelaskan karna kendala sinyal,0
Tidak pernah mengadakan kelas online maupun offline, dan materinya kurang jelas ,0
terlalu cepat dalam menjelaskan,0
terlalu susah untuk dihubungi jika ingin memulai mata kuliah,0
Cara pembelajarannya menyenangkan, tetapi setiap pertemuan jangan dikasih tugas terus dong pak hehe,2
Lebih baik lagi dan tetap semangat pak :),2
Lebih semangat lagi bu mengajarnya,2
Menjelaskannya jangan terlalu cepat ya pak :),0
Pembelajarannya lebih digiatin lagi bu,1
Kami butuh bimbingan dari ibu :),1
Semangat terus pak,3
Kalau menjelaskan jangan terlalu cepat. Tetapi pembelajarannya menyenangkan, semangat terus bu😊,3
